doy,hod,A(const),E(const),gs(const),gb(const),Ci(const),Tleaf(const),Pleaf(const),Rublim(const),Ps(const)
[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[degC],[MPa],[-],[MPa]
20,8.2,1.9145064007348758,0.16801553487030826,0.01,4.64,8.887202851955106,17.515758972881198,-1.3756309789485486,True,-1.33
20,8.283333333,1.9145900679563748,0.11884856171335909,0.01,4.64,8.684669715160453,16.151869415110866,-1.1040717708813095,True,-1.08
20,8.383333333,1.9331842495424398,0.15967488633936613,0.01,4.64,8.68089147691865,16.208716060066564,-1.1281435417626189,True,-1.08
20,8.5,1.9211962922137902,0.13678367855036325,0.01,4.64,8.753951000207106,16.54390989048823,-1.246937511611865,True,-1.2
20,8.583333332999999,1.9344315568915889,0.13773917811945402,0.01,4.64,8.80989717112195,16.625903889377877,-1.246937511611865,True,-1.2
20,9.916666667000001,1.6885597461791189,0.2892946366670645,0.01,4.64,12.39339898906319,27.264569084665673,-1.2704062674177976,True,-1.2
20,10.0,1.6854489723839439,0.2907501734735519,0.01,4.64,12.386696418415603,27.265545661193638,-1.2704062674177976,True,-1.2
20,10.18333333,1.6780181879630638,0.2941079539532403,0.01,4.64,12.459768485885693,27.453006020166782,-1.1522153126439285,True,-1.08
20,10.35,1.6754837444853574,0.29912990980076504,0.01,4.64,12.476930489596821,27.497998318261402,-1.421261957897097,True,-1.33
20,10.4,1.6765780854757504,0.29369381270910894,0.01,4.64,12.450695093043485,27.44192913867828,-1.421261957897097,True,-1.33
20,12.6,1.6213298686804447,0.46001673852260416,0.01,9.29,13.804800681392095,30.29135331691584,-1.4668929368456456,True,-1.33
20,12.83333333,1.600324564583681,0.4683393779537748,0.01,9.29,14.180455719111091,31.069716947489436,-1.2003588544065473,True,-1.08
20,12.96666667,1.587909249301614,0.48147028044650625,0.01,9.29,14.373101084191578,31.471555038000123,-1.2003588544065473,True,-1.08
20,13.11666667,1.6007134927659206,0.45064637426607085,0.01,9.29,14.07907759262201,30.884933250333944,-1.3173437790296627,True,-1.2
20,13.21666667,1.5981464064403554,0.48153887004339024,0.01,9.29,14.339923315424379,31.365378389751022,-1.3408125348355953,True,-1.2
20,15.03333333,1.5744401067883627,0.5452573833252176,0.01,4.64,14.608674238225976,31.961463661299373,-1.3408125348355953,True,-1.2
20,15.16666667,1.4693625425256684,0.6029294809963001,0.01,4.64,16.248419043817528,35.06092385435309,-1.3642812906415278,True,-1.2
20,15.36666667,1.4610448487437044,0.6225215374780143,0.01,4.64,16.448498300208282,35.37365500256315,-1.2485023961691661,True,-1.08
20,15.45,1.4627860683357345,0.6199159403560696,0.01,4.64,16.42995492484409,35.34073952787675,-1.2485023961691661,True,-1.08
20,15.61666667,1.4602808403624665,0.6264643512122541,0.01,4.64,16.463313584918065,35.39707451319673,-1.5125239157941943,True,-1.33
20,17.76666667,1.462270565681087,0.6324531331582478,0.01,4.64,16.364649766002533,35.199887037040796,-1.5125239157941943,True,-1.33
20,17.83333333,1.4531823244135758,0.6122748476176387,0.01,4.64,16.507883855453294,35.436984461029176,-1.48970842631992,True,-1.33
20,17.98333333,1.4550789888403144,0.6245324249453361,0.01,4.64,16.520189613535514,35.443213542686756,-1.2485023961691661,True,-1.08
20,18.05,1.4570503003916317,0.6140995957533606,0.01,4.64,16.537291251503405,35.45793491121775,-1.2485023961691661,True,-1.08
20,18.21666667,1.464265311655818,0.5954096433192232,0.01,4.64,16.444830443293032,35.30057796605263,-1.3642812906415278,True,-1.2
20,18.28333333,1.4622978158394329,0.5770119324017648,0.01,4.64,16.426356240352888,35.28423231122063,-1.3642812906415278,True,-1.2
20,19.58333333,1.3489455413963256,0.3909497317221163,0.01,4.64,18.163633908400957,32.643591289843776,-1.3173437790296627,False,-1.2
20,19.63333333,1.4874601132231768,0.5051601366600451,0.01,4.64,15.93138632145665,34.45521358166546,-1.2244306252878567,True,-1.08
41,10.03333333,1.7069504607672052,0.1427156196038548,0.01,4.64,11.529766581030447,25.33548855228861,-0.24839337892151045,True,-0.22
41,10.3,1.6992471453188456,0.13311783589374393,0.01,4.64,11.601863103174576,25.522653616612864,-0.2284938814340733,True,-0.2
41,10.46666667,1.6885293308168363,0.13915406773920921,0.01,4.64,11.675696612878088,25.72629553423423,-0.2284938814340733,True,-0.2
41,10.65,1.6900922582057956,0.14979382860915902,0.01,4.64,11.693310874160254,25.754867720632685,-0.27824262515266623,True,-0.25
41,10.8,1.677740459950579,0.14169530442577746,0.01,4.64,11.721080933061856,25.87042122873185,-0.27824262515266623,True,-0.25
41,12.93333333,1.5908362156587748,0.18791997765331356,0.01,9.29,13.111351323762506,29.01880448809111,-0.30648525030533247,True,-0.25
41,13.06666667,1.5673744586629106,0.25535567048424695,0.01,4.64,13.83663157575025,30.468983948830267,-0.30648525030533247,True,-0.25
41,13.21666667,1.5657586262398626,0.2619725908923457,0.01,4.64,13.922922005939366,30.63403926607594,-0.25698776286814656,True,-0.2
41,13.35,1.5521461002346002,0.2667312658960919,0.01,4.64,13.952881698198041,30.751261338050327,-0.25698776286814656,True,-0.2
41,13.56666667,1.6038976131436082,0.2908786545486488,0.01,4.64,13.907659120566858,30.439947487186807,-0.3051801367645314,True,-0.22
41,13.7,1.5903527119504248,0.26248937805777756,0.01,4.64,13.935524954035209,30.553040544482194,-0.2767867578430209,True,-0.22
41,15.75,1.5795719766485636,0.3294400516691949,0.01,4.64,14.138895501727827,30.991309845022627,-0.3051801367645314,True,-0.22
41,15.83333333,1.5734267744690225,0.30993138027693745,0.01,4.64,14.300320513294256,31.309716472937517,-0.3051801367645314,True,-0.22
41,16.0,1.5440813341438318,0.3059778032018502,0.01,4.64,14.321697819208854,31.483491548976133,-0.2854816443022198,True,-0.2
41,16.08333333,1.5525480883629343,0.3223028822015396,0.01,4.64,14.351100426633273,31.4968247501326,-0.2854816443022198,True,-0.2
41,16.21666667,1.51648493307001,0.2747974611083845,0.01,4.64,14.379590815024407,31.715391787696515,-0.3347278754579987,True,-0.25
41,16.28333333,1.5348955022536412,0.3099088883447678,0.01,4.64,14.392144824529577,31.651457221664742,-0.3347278754579987,True,-0.25
57,7.916666667,1.8990513830272757,0.05636897024369662,0.01,4.64,8.523072822738339,15.244997862127985,-0.27824262515266623,True,-0.25
57,7.983333332999999,1.9036106892582514,0.053996662695408086,0.01,4.64,8.52913765691186,15.232156249068497,-0.25,True,-0.25
57,8.633333333,1.8866953120239662,0.06025078578889044,0.01,4.64,8.587512512581426,15.549728928234893,-0.5767350874642241,True,-0.55
57,11.08333333,1.7652058804095194,0.16055651167161966,0.01,4.64,10.344801919972621,22.12570381224964,-0.6034701749284481,True,-0.55
57,11.18333333,1.7528554267213095,0.1549148256566644,0.01,4.64,10.363476724314516,22.237988148598756,-0.6034701749284481,True,-0.55
57,11.43333333,1.750483511745013,0.12991265060702914,0.01,4.64,10.39929892647433,22.33583829925375,-0.526986343745631,True,-0.5
57,11.55,1.7557437670528604,0.14039448752651212,0.01,4.64,10.413035378823693,22.338533024847525,-0.27824262515266623,True,-0.25
57,11.63333333,1.7482330510320088,0.1307631136986449,0.01,4.64,10.355181098956876,22.2435539581893,-0.27824262515266623,True,-0.25
57,13.45,1.6591657196993161,0.19144446377197677,0.01,4.64,11.838172909013426,26.147772059232107,-0.30648525030533247,True,-0.25
57,13.51666667,1.663560385443516,0.18636796674589304,0.01,4.64,11.746401412156363,25.93961528420892,-0.30648525030533247,True,-0.25
57,13.63333333,1.6724597268427814,0.19181386454326066,0.01,4.64,11.805764187279767,26.018331936833512,-0.5539726874912622,True,-0.5
57,13.7,1.6608628214235355,0.19204735507216686,0.01,4.64,11.783853814800356,26.02885046710731,-0.5539726874912622,True,-0.5
57,13.83333333,1.6643607091094248,0.2243785976985666,0.01,4.64,11.836182495160198,26.11816756134099,-0.6034701749284481,True,-0.55
57,13.9,1.6691798541371181,0.19587069269233467,0.01,4.64,11.808741187811489,26.039779454260355,-0.6034701749284481,True,-0.55
57,15.28333333,1.64374477052985,0.2379451118946354,0.01,4.64,12.066689382589402,26.64112046828006,-0.6034701749284481,True,-0.55
57,15.35,1.6502257676940055,0.2165187153473389,0.01,4.64,12.033079923457809,26.55375121105583,-0.6034701749284481,True,-0.55
57,15.46666667,1.6420702461313152,0.19458346340453525,0.01,4.64,12.015202610527353,26.55679652967536,-0.30648525030533247,True,-0.25
57,15.51666667,1.662986923257596,0.2056432735194402,0.01,4.64,12.027079669445499,26.481784183405246,-0.5539726874912622,True,-0.5
57,15.61666667,1.6514463219024984,0.2099452533160074,0.01,4.64,12.074067328340224,26.629410880707322,-0.30648525030533247,True,-0.25
57,15.68333333,1.6398976689165772,0.1888649187648592,0.01,4.64,12.033772892173122,26.603451418466317,-0.30648525030533247,True,-0.25
77,9.583333332999999,1.8721385447505994,0.07319242690437959,0.01,4.64,9.09508475214507,18.114823661281847,-0.67623257490141,True,-0.65
77,9.683333333,1.8639732408277543,0.0697806565365907,0.01,4.64,9.131089639088014,18.28006285877438,-0.67623257490141,True,-0.65
77,9.783333333,1.8647246328419627,0.07236370828833542,0.01,4.64,9.16612538918827,18.37952333508212,-0.6264838311828169,True,-0.6
77,9.866666667,1.8536532755896968,0.07177409858385475,0.01,4.64,9.178428620405981,18.491662806047138,-0.6264838311828169,True,-0.6
77,11.21666667,1.7572649319879505,0.16116795289385388,0.01,4.64,10.842006894589627,23.52525773408459,-0.652967662365634,True,-0.6
77,11.3,1.7405164461711744,0.1559166582668201,0.01,4.64,10.824477569308932,23.57223894169381,-0.652967662365634,True,-0.6
77,11.45,1.7344722692162255,0.1459368712364509,0.01,4.64,10.928047196487395,23.83582080162129,-0.67623257490141,True,-0.65
77,11.63333333,1.7545918501573359,0.1642770881897599,0.01,4.64,10.92723080433598,23.729986874087867,-0.7024651498028199,True,-0.65
77,11.7,1.7332360465730239,0.1420830911470261,0.01,4.64,10.900485993375987,23.780097987503932,-0.7259813186200028,True,-0.7
77,11.83333333,1.71786382093847,0.13868719903357465,0.01,4.64,10.914907645532548,23.890749394613355,-0.7259813186200028,True,-0.7
77,14.11666667,1.5129570989794245,0.28373089739279556,0.01,4.64,14.48275539164668,31.8442649645289,-0.7779439558600088,True,-0.7
77,14.25,1.5395498911426515,0.329230146378255,0.01,4.64,14.577901047358676,31.88825525926687,-0.7779439558600088,True,-0.7
77,14.31666667,1.5163532157728619,0.2951590964791855,0.01,4.64,14.534167716903152,31.919634561379812,-0.7779439558600088,True,-0.7
