site_spp,A(const),E(const),gb(const),Ci(const),Tleaf(const),Pleaf(const),Rublim(const),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
Richmond_Eucalyptus_cladocalyx,1.6571594243619534,0.1830006748711437,4.64,11.748377913505688,25.883614285369067,-0.5442011695423301,True,-0.5,1800.0,23.6175,1.4525,102.3,38.41534725,77,12.216666666666699,30.375,6.2575,26.3445,0.47275,4.64,-2.65,25.82
Richmond_Eucalyptus_cladocalyx,1.685100397333854,0.19346225082402804,4.64,11.814948046803876,25.897023342442193,-0.5442011695423301,True,-0.5,1800.0,23.645,1.56,102.2,38.90500031,77,12.283333333333301,21.15,4.835,27.053775,0.33025,4.64,-2.65,26.0475
Richmond_Eucalyptus_cladocalyx,1.5066267659984671,0.28511116818035576,4.64,14.740984566184686,32.26312790928331,-0.6873973139590321,True,-0.6,1800.0,30.045,2.34,102.0,38.9148795,77,14.583333333333302,20.15,7.425,27.3070875,0.33525,4.64,-2.8,31.8275
Richmond_Eucalyptus_cladocalyx,1.4862734295730682,0.26452652461752985,4.64,14.647014935710795,32.19264062739555,-0.9348847511449618,True,-0.85,1800.0,29.9475,2.125,102.0,38.49438075,77,14.783333333333301,28.875,7.4125,23.9633625,0.37175,4.64,-2.9,31.025
Richmond_Eucalyptus_cladocalyx,1.5020705595134791,0.269557518313751,4.64,14.662846219011474,32.145962978401776,-0.5884023390846603,True,-0.5,1799.0,29.91,2.18,102.0,38.76365194,77,14.933333333333302,22.4,7.77,27.35775,0.37925,4.64,-2.12,31.0
Richmond_Eucalyptus_dunnii,1.959688507982142,0.0885251434453514,4.64,8.773068096391558,15.937865636351473,-0.95,True,-0.95,500.0,15.46,0.83825,100.65,39.79792687,20,8.01666666666667,3.415,0.6459999999999999,32.09469375,0.077725,4.64,-1.2,16.7625
Richmond_Eucalyptus_dunnii,1.9595894360705917,0.08578752291621239,4.64,8.720723078955329,15.76836498257373,-0.95,True,-0.95,500.0,15.2875,0.81125,100.7,39.75942338,20,8.1,6.6675,1.2825,32.39866875,0.162,4.64,-1.2,16.86
Richmond_Eucalyptus_dunnii,1.9345605881352281,0.0804292750682017,4.64,8.84917263668915,16.35215195970062,-0.85,True,-0.85,501.0,15.86,0.75325,100.6,39.46102125,20,8.26666666666667,11.55,1.2725,27.88970625,0.17325,4.64,-1.4,17.4575
Richmond_Eucalyptus_dunnii,1.9470589071158435,0.07739347770579105,4.64,8.767428208114499,16.012004367556266,-0.85,True,-0.85,499.0,15.52,0.72375,100.6,39.57703838,20,8.36666666666667,10.175,1.045,27.68705625,0.14725,4.64,-1.35,17.2475
Richmond_Eucalyptus_dunnii,1.906782238810108,0.08775711446621355,4.64,9.213469733805036,17.585814752346803,-1.2540008245788508,True,-1.21,501.25,17.0975,0.8235,100.6,39.38578744,20,8.53333333333333,12.85,1.3125,25.81254375,0.16325,4.64,-1.4,18.7175
Richmond_Eucalyptus_dunnii,1.912313897523998,0.0817921390999065,4.64,9.173054263152244,17.437855625949318,-1.21,True,-1.21,501.0,16.9425,0.763,100.6,39.43290356,20,8.61666666666667,12.25,1.39,28.04169375,0.1875,4.64,-1.4,18.725
Richmond_Eucalyptus_dunnii,1.6880723087630638,0.2612016842372157,4.64,12.701822036102305,27.25167358822789,-0.8958098698049817,True,-0.85,1800.0,25.0725,2.195,100.6,39.41491838,20,10.0,11.25,2.4675,21.75954375,0.1125,4.64,-1.4,29.5725
Richmond_Eucalyptus_dunnii,1.6796325069669296,0.2639934643806592,4.64,12.717580266480715,27.317267468840146,-0.8958098698049817,True,-0.85,1799.0,25.1425,2.2225,100.6,39.29712806,20,10.1666666666667,12.575,2.355,18.56780625,0.1055,4.64,-1.5,29.69
Richmond_Eucalyptus_dunnii,1.6886874228750015,0.2910380576885728,4.64,12.87828678381148,27.58416108021924,-1.0406147144843352,True,-0.95,1801.0,25.44,2.495,100.6,39.60110306,20,10.3166666666667,8.1025,1.79,19.63171875,0.071,4.64,-1.7,30.7075
Richmond_Eucalyptus_dunnii,1.6897423208830953,0.2704248946126995,4.64,12.870946162359793,27.56555635267765,-0.9953073572421676,True,-0.95,1800.0,25.395,2.2825,100.6,39.61047563,20,10.4,9.835,2.0125,19.93569375,0.087325,4.64,-1.6,30.515
Richmond_Eucalyptus_dunnii,1.6714715955910264,0.2545691429318386,4.64,12.901904647931767,27.701368434844504,-1.2540008245788508,True,-1.21,1800.0,25.5075,2.115,100.6,39.35235019,20,10.5666666666667,13.025,2.69,21.3289125,0.12725,4.64,-1.7,30.3275
Richmond_Eucalyptus_dunnii,1.6666501665099878,0.2588485658944956,4.64,12.881945218394373,27.683900702468424,-1.2540008245788508,True,-1.21,1799.0,25.4975,2.16,100.6,39.25609144,20,10.65,14.575,3.0625,21.1262625,0.142,4.64,-1.8,30.52
Richmond_Eucalyptus_dunnii,1.5347493787854942,0.3688022711006739,4.64,15.26150645037414,32.763030212119276,-0.9416197396099631,True,-0.85,1998.75,30.3625,3.08,100.5,39.52460269,20,12.766666666666698,9.6625,3.96,25.35658125,0.1275,4.64,-1.6,34.2025
Richmond_Eucalyptus_dunnii,1.5502926366712493,0.4199275299274273,4.64,15.37327676132278,32.89620308711167,-1.0406147144843352,True,-0.95,1998.75,30.5625,3.6075,100.5,39.88202663,20,12.933333333333302,3.135,1.53,25.5339,0.0412,4.64,-1.55,36.005
Richmond_Eucalyptus_dunnii,1.5494288003613583,0.42719372501738295,4.64,15.409987709111581,32.96769309843453,-1.0406147144843352,True,-0.95,2000.5,30.64,3.68,100.5,39.90507806,20,13.016666666666698,2.4275,1.5525,28.1176875,0.041,4.64,-1.4,36.3225
Richmond_Eucalyptus_dunnii,1.536132749718365,0.3550880581935832,4.64,15.337996781083357,32.907976636871645,-1.2980016491577022,True,-1.21,2001.0,30.4825,2.9275,100.4,39.59882325,20,13.183333333333302,7.6275,2.6325,23.811375,0.08825,4.64,-2.4,34.9525
Richmond_Eucalyptus_dunnii,1.5360652921084528,0.3403076955391804,4.64,15.254951920427535,32.755139335778324,-1.2980016491577022,True,-1.21,1999.25,30.315,2.78,100.4,39.5147235,20,13.266666666666698,9.0075,3.0225,24.1660125,0.10725,4.64,-1.95,34.255
Richmond_Eucalyptus_dunnii,1.4259798726595765,0.4128933511483177,4.64,17.249572932152866,36.531704667191136,-0.9416197396099631,True,-0.85,2001.5,34.105,3.38,100.3,39.74878425,20,15.033333333333301,3.37,2.8425,30.87879375,0.081125,4.64,-1.9,39.31
Richmond_Eucalyptus_dunnii,1.4537418767399024,0.4276449627521211,4.64,16.963711713495552,36.01183740969253,-0.9416197396099631,True,-0.85,1999.75,33.62,3.5575,100.3,39.90077175,20,15.15,1.375,1.8325,33.15860625,0.0496,4.64,-1.35,38.2125
Richmond_Eucalyptus_dunnii,1.4561263824973831,0.4724307539155578,4.64,16.979085673017618,36.02372313931916,-1.342002473736553,True,-1.21,1999.5,33.6925,4.025,100.3,39.95371406,20,15.533333333333301,2.5675,1.9775,28.75096875,0.04735,4.64,-1.9,38.7075
Richmond_Eucalyptus_dunnii,1.451350465503701,0.4488512484212586,4.64,16.98755287098183,36.063856337492254,-1.342002473736553,True,-1.21,1999.0,33.7,3.7725,100.2,39.86404144,20,15.6333333333333,3.8125,1.7525,23.9633625,0.04485,4.64,-1.5,37.8525
Richmond_Eucalyptus_dunnii,1.4292679240956956,0.5833476883696707,4.64,17.257882154185094,36.53611765498719,-1.342002473736553,True,-1.21,1999.0,34.3425,5.1575,100.2,39.7862745,20,17.75,2.435,3.9875,31.41075,0.075175,4.64,-1.85,38.9025
Richmond_Eucalyptus_dunnii,1.435971279277356,0.5959549989330971,4.64,17.419384080671033,36.660330451292594,-1.0859220717265026,True,-0.95,1501.0,35.185,5.5025,100.2,40.05275925,20,18.0833333333333,0.7390000000000001,2.0325,33.335925,0.0358,4.64,-1.5,38.5925
Richmond_Eucalyptus_dunnii,1.4289933443271106,0.5954571717435867,4.64,17.416383896231814,36.685961532641656,-1.0859220717265026,True,-0.95,1498.75,35.2125,5.4975,100.2,39.93978188,20,18.1666666666667,2.5025,2.785,28.49765625,0.049175,4.64,-1.4,38.5075
Richmond_Eucalyptus_dunnii,1.4255686858755905,0.5569268738333213,4.64,17.383935720715193,36.65756769722992,-1.342002473736553,True,-1.21,1499.0,35.1325,5.095,100.2,39.85340231,20,18.3166666666667,3.0,3.8175,30.16951875,0.073275,4.64,-1.7,37.4275
Richmond_Eucalyptus_dunnii,1.4246480822729084,0.579476130188244,4.64,17.391377751313282,36.671779116344716,-1.342002473736553,True,-1.21,1500.25,35.175,5.33,100.2,39.84630956,20,18.45,3.97,4.42,28.75096875,0.081125,4.64,-1.85,38.19
Richmond_Eucalyptus_dunnii,1.7790983113258525,0.11672303716556788,4.64,10.51385809112239,21.343232569070626,-0.2490762014632731,True,-0.2,499.25,20.875,1.1175,101.7,38.973648,41,8.15,18.725,4.495,30.87879375,0.439,4.64,-0.5,21.5325
Richmond_Eucalyptus_dunnii,1.7787633705178358,0.10429957755131793,4.64,10.544785554446847,21.414434694732872,-0.2490762014632731,True,-0.2,500.0,20.9275,0.98775,101.7,38.99923256,41,8.23333333333333,19.35,4.9375,32.24668125,0.55775,4.64,-0.5,21.4525
Richmond_Eucalyptus_dunnii,1.8247298914655927,0.1158121168657954,4.64,10.63047647306632,21.372194504250004,-0.19932745774468014,True,-0.15,501.0,20.9,1.1075,101.7,39.82021838,41,8.36666666666667,4.9525,2.595,35.767725,0.2455,4.64,-0.6,22.07
Richmond_Eucalyptus_dunnii,1.8015691932942015,0.10423114025703406,4.64,10.5619681344907,21.33607149537649,-0.19932745774468014,True,-0.15,499.75,20.85,0.9875,101.7,39.38122781,41,8.43333333333333,12.475,3.21,32.62665,0.348,4.64,-0.5,21.705
Richmond_Eucalyptus_dunnii,1.7948994890510903,0.0933543778130838,4.64,10.553644108396853,21.355457992646496,-0.35,True,-0.35,501.0,20.8525,0.8740000000000001,101.7,39.26622394,41,8.56666666666667,15.475,3.8575,33.133275,0.485,4.64,-1.25,21.54
Richmond_Eucalyptus_dunnii,1.795015455229672,0.08853434967591846,4.64,10.563942635446233,21.377255501610964,-0.35,True,-0.35,501.0,20.8675,0.82375,101.7,39.27838294,41,8.65,15.05,3.91,33.6905625,0.526,4.64,-1.05,21.5025
Richmond_Eucalyptus_dunnii,1.6753450548991171,0.16179194002042274,4.64,11.81618199179215,25.46923146930775,-0.2490762014632731,True,-0.2,1799.75,23.1775,1.23,101.7,38.61774394,41,9.98333333333333,26.325,7.2575,30.77746875,0.67,4.64,-1.9,25.025
Richmond_Eucalyptus_dunnii,1.6691716314676113,0.1703667993392882,4.64,11.901758101545358,25.665609955178514,-0.2490762014632731,True,-0.2,1798.75,23.385,1.315,101.7,38.60457169,41,10.0666666666667,26.4,6.19,28.85229375,0.5185,4.64,-1.3,25.48
Richmond_Eucalyptus_dunnii,1.740633317100305,0.20441913378393392,4.64,12.06143453575775,25.669528664452358,-0.19932745774468014,True,-0.15,1799.25,23.435,1.67,101.7,39.90735788,41,10.2333333333333,2.0575,2.8825,36.9329625,0.17725,4.64,-1.95,26.8025
Richmond_Eucalyptus_dunnii,1.7172456961634752,0.17175407092269834,4.64,11.988681847903356,25.62792891776959,-0.19932745774468014,True,-0.15,1800.25,23.3475,1.33,101.7,39.46051463,41,10.3166666666667,11.675,4.97,33.6399,0.4025,4.64,-1.45,25.555
Richmond_Eucalyptus_dunnii,1.6681752755310095,0.16010409120921593,4.64,11.947059701433687,25.759648893951482,-0.398322432619052,True,-0.35,1801.5,23.46,1.205,101.7,38.63395594,41,10.45,25.575,6.5525,30.3975,0.6095,4.64,-2.0,25.435
Richmond_Eucalyptus_dunnii,1.6832755056472428,0.16474751614300825,4.64,11.97615059555881,25.759122265499467,-0.398322432619052,True,-0.35,1800.25,23.4675,1.2525,101.625,38.88473531,41,10.5666666666667,21.6,7.1,32.04403125,0.6385,4.64,-1.7,25.4275
Richmond_Eucalyptus_dunnii,1.5507171635847967,0.2292600977520839,4.64,14.293360388795588,30.737072107692686,-0.2490762014632731,True,-0.2,1801.5,28.465,1.7875,101.5,39.0526815,41,12.933333333333302,14.075,6.47,31.68939375,0.384,4.64,-1.9,30.21
Richmond_Eucalyptus_dunnii,1.5320576305914462,0.2122248877603148,4.64,14.190792891133286,30.63834064070227,-0.2490762014632731,True,-0.2,1801.0,28.345,1.61,101.4,38.62812975,41,13.033333333333301,25.475,8.8925,30.27084375,0.6135,4.64,-2.05,29.7175
Richmond_Eucalyptus_dunnii,1.5522613992894785,0.2269310492456993,4.64,14.349607241415999,30.84660165772157,-0.19932745774468014,True,-0.15,1801.0,28.57,1.7575,101.4,39.10917019,41,13.166666666666698,16.275,7.2675,31.6640625,0.4445,4.64,-2.2,30.0475
Richmond_Eucalyptus_dunnii,1.5521430051820797,0.2367428669731992,4.64,14.356573938826404,30.860188901339523,-0.19932745774468014,True,-0.15,1800.5,28.5975,1.86,101.4,39.11423644,41,13.3,13.975,6.43,31.43608125,0.3655,4.64,-2.05,30.485
Richmond_Eucalyptus_dunnii,1.5377305080480377,0.2086382922771552,4.64,14.208980992643811,30.64696974961452,-0.398322432619052,True,-0.35,1800.0,28.35,1.5725,101.4,38.73680081,41,13.466666666666699,21.25,8.8725,31.68939375,0.62725,4.64,-2.25,29.575
Richmond_Eucalyptus_dunnii,1.5369891021267381,0.21249459690632266,4.64,14.214984592187136,30.661573282943092,-0.398322432619052,True,-0.35,1799.75,28.37,1.6125,101.4,38.73097463,41,13.566666666666698,23.225,8.405,30.60015,0.575,4.64,-2.15,29.355
Richmond_Eucalyptus_dunnii,1.40133551210071,0.2795890033269366,4.64,16.537285253242793,35.514446125399225,-0.2490762014632731,True,-0.2,1799.75,33.22,2.14,101.2,38.84572519,41,15.6333333333333,19.875,8.1225,28.97895,0.3985,4.64,-2.4,34.335
Richmond_Eucalyptus_dunnii,1.4743493523635345,0.2697800603827393,4.64,15.535053125514944,33.44703547576939,-0.2490762014632731,True,-0.2,1800.25,31.1825,2.115,101.2,39.00556537,41,15.733333333333302,17.3,8.545,30.7521375,0.4285,4.64,-2.05,33.4775
Richmond_Eucalyptus_dunnii,1.5282835079248027,0.2793659695492438,4.64,15.457000315393364,33.04723127397307,-0.19932745774468014,True,-0.15,1799.25,30.805,2.23,101.2,39.78602119,41,15.8666666666667,5.555,5.29,34.551825,0.24325,4.64,-2.05,32.715
Richmond_Eucalyptus_dunnii,1.5410004594324946,0.30579194805472026,4.64,15.394432484357154,32.87281340999064,-0.24865491548936025,True,-0.15,1801.0,30.6675,2.5125,101.2,39.92584969,41,15.95,1.55,2.865,36.1223625,0.114,4.64,-2.25,33.015
Richmond_Eucalyptus_dunnii,1.4986910506353506,0.2460112349516213,4.64,15.073864938611546,32.476629153636516,-0.398322432619052,True,-0.35,1799.0,30.2,1.9,101.2,38.93185144,41,16.1,19.75,10.85,32.19601875,0.633,4.64,-2.5,31.82
Richmond_Eucalyptus_dunnii,1.5187873803864471,0.2592149542891501,4.64,14.898378613554158,32.05340154098011,-0.398322432619052,True,-0.35,1799.0,29.8025,2.0525,101.2,39.07623956,41,16.216666666666697,17.725,8.52,30.87879375,0.443,4.64,-2.0,31.68
Richmond_Eucalyptus_dunnii,1.894489693113813,0.06324564820064478,4.64,8.722906367563617,15.663801552128325,-0.3,True,-0.3,399.0,15.2975,0.607,102.3,39.20720213,57,8.06666666666667,17.25,1.93,30.2455125,0.344,4.64,-0.75,16.1525
Richmond_Eucalyptus_dunnii,1.8602337603256291,0.05967956726571665,4.64,9.338925791816543,17.643118341536287,-0.3,True,-0.3,401.0,17.26,0.5635,102.3,39.27205013,57,8.18333333333333,16.025,1.545,29.66289375,0.29375,4.64,-0.6,16.105
Richmond_Eucalyptus_dunnii,1.8719360294958145,0.050348001945010386,4.64,9.10371031611542,16.909529300150815,-0.05,True,-0.05,399.0,16.52,0.4695,102.4,39.25457156,57,8.33333333333333,12.975,1.9775,34.0958625,0.46775,4.64,-1.2,15.8125
Richmond_Eucalyptus_dunnii,1.869492487963136,0.06447853598160286,4.64,9.088869554025424,16.888762640207524,-0.05,True,-0.05,400.0,16.5175,0.61675,102.4,39.20036269,57,8.46666666666667,14.575,2.6075,33.3865875,0.4695,4.64,-1.0,16.0775
Richmond_Eucalyptus_dunnii,1.8779047379721368,0.05630100614667501,4.64,8.970502877238971,16.50699565679109,-0.25,True,-0.25,399.0,16.1275,0.53225,102.3,39.18795038,57,8.61666666666667,16.15,2.765,33.96920625,0.59075,4.64,-1.6,16.0825
Richmond_Eucalyptus_dunnii,1.7381266841597494,0.07463676680425195,4.64,11.31048514259794,22.7046863626715,-0.25,False,-0.25,401.0,22.3075,0.69925,102.3,39.27888956,57,8.73333333333333,14.6,1.305,26.36983125,0.1955,4.64,-1.15,18.79
Richmond_Eucalyptus_dunnii,1.7192098516062018,0.1343759710685593,4.64,10.69843769218656,22.64780882576036,-0.34857368890045903,True,-0.3,1000.25,21.4825,1.19,102.4,38.390016,57,10.966666666666699,28.775,6.285,29.080275,0.59675,4.64,-2.15,23.0575
Richmond_Eucalyptus_dunnii,1.7432250558083526,0.12701845523859664,4.64,10.669818573084424,22.46863338420585,-0.34857368890045903,True,-0.3,1000.0,21.295,1.115,102.4,38.74819988,57,11.066666666666698,24.675,5.585,30.27084375,0.56275,4.64,-2.18,22.63
Richmond_Eucalyptus_dunnii,1.756224083793185,0.12271013333662928,4.64,10.702103938745367,22.47573458462369,-0.0998299703074942,True,-0.05,999.0,21.2975,1.07,102.4,38.98986,57,11.2,20.175,5.715,32.3733375,0.60475,4.64,-1.82,22.445
Richmond_Eucalyptus_dunnii,1.7515926372485466,0.12965738874099206,4.64,10.703499282547348,22.50133186315479,-0.0998299703074942,True,-0.05,999.0,21.3325,1.1425,102.4,38.91665269,57,11.283333333333301,21.525,5.715,31.43608125,0.56075,4.64,-1.8,22.88
Richmond_Eucalyptus_dunnii,1.7361532976231824,0.12834381588792584,4.64,10.749971059512385,22.689157635179587,-0.2988249451818661,True,-0.25,1000.25,21.515,1.125,102.3,38.68715156,57,11.45,22.075,5.525,30.87879375,0.54925,4.64,-2.15,23.2075
Richmond_Eucalyptus_dunnii,1.7492350010560518,0.12259747569205545,4.64,10.675255773644817,22.4623431040883,-0.2988249451818661,True,-0.25,1000.0,21.2825,1.0675,102.3,38.82292706,57,11.516666666666698,22.15,5.285,31.08144375,0.5555,4.64,-2.18,22.78
Richmond_Eucalyptus_dunnii,1.6181215414233183,0.17165562385777147,4.64,12.216924191597213,26.44978084626513,-0.34857368890045903,True,-0.3,1801.0,24.16,1.3175,102.2,38.23042913,57,13.416666666666698,32.3,7.56,28.49765625,0.64925,4.64,-2.55,25.8175
Richmond_Eucalyptus_dunnii,1.6271121992332649,0.17351211500193778,4.64,12.174239147374575,26.328325475221387,-0.34857368890045903,True,-0.3,1801.0,24.0425,1.34,102.2,38.33226075,57,13.5,32.125,6.96,27.73771875,0.58125,4.64,-2.1,25.54
Richmond_Eucalyptus_dunnii,1.6529298515006783,0.19414585849789545,4.64,12.262563677669682,26.388015172283,-0.0998299703074942,True,-0.05,1801.0,24.13,1.555,102.2,38.83559269,57,13.6333333333333,22.0,5.215,27.43374375,0.3595,4.64,-2.05,26.44
Richmond_Eucalyptus_dunnii,1.666839637208415,0.18033317437709687,4.64,12.306190381650696,26.41202241742636,-0.0998299703074942,True,-0.05,1799.0,24.1375,1.41,102.2,39.10283738,57,13.7,17.9,6.31,31.89204375,0.49125,4.64,-1.9,25.955
Richmond_Eucalyptus_dunnii,1.6351335981671606,0.1660598620428139,4.64,12.19994120311744,26.35375550259337,-0.2988249451818661,True,-0.25,1799.0,24.06,1.26,102.1,38.46119681,57,13.85,30.075,7.1575,29.3335875,0.64425,4.64,-2.35,25.425
Richmond_Eucalyptus_dunnii,1.6359730919886344,0.1727366144381461,4.64,12.198625428348427,26.347684476900955,-0.2988249451818661,True,-0.25,1799.5,24.0625,1.33,102.1,38.47335581,57,13.916666666666698,30.125,6.705,28.19368125,0.5625,4.64,-2.35,25.675
Richmond_Eucalyptus_dunnii,1.6112549815881094,0.16225682672574815,4.64,12.558893311913645,27.097957520631738,-0.7465636386492027,True,-0.7,1499.75,25.215,1.28,102.0,38.41104094,57,15.25,30.075,8.33,30.296175,0.74975,4.64,-2.3,26.2975
Richmond_Eucalyptus_dunnii,1.6242202771225709,0.16854202982244193,4.64,12.480508365676535,26.89358017439848,-0.34857368890045903,True,-0.3,1501.0,25.02,1.35,102.0,38.5406525,57,15.35,29.0,7.723333332999999,29.7219999966225,0.648333333,4.64,-2.25,26.0
Richmond_Eucalyptus_dunnii,1.6149657705177076,0.1679801855313117,4.64,12.449727432996152,26.874133939369685,-0.34857368890045903,True,-0.3,1499.25,25.0025,1.345,102.0,38.36139169,57,15.416666666666698,30.925,8.07,29.38425,0.68325,4.64,-2.25,25.9075
Richmond_Eucalyptus_dunnii,1.6401336293299555,0.1915957224884064,4.64,12.562716564694204,26.98183095689453,-0.0998299703074942,True,-0.05,1500.25,25.14,1.59,102.0,38.87814919,57,15.533333333333301,22.0,6.4425,29.2322625,0.4395,4.64,-1.7,26.745
Richmond_Eucalyptus_dunnii,1.6187109398931718,0.17823224674781926,4.64,12.513515670507251,26.979859841719247,-0.0998299703074942,True,-0.05,1500.0,25.12,1.45,102.0,38.4852615,57,15.6166666666667,28.625,7.3225,28.59898125,0.5615,4.64,-2.1,26.2675
Richmond_Eucalyptus_dunnii,1.6182267164169983,0.18730338635620086,4.64,12.591577774486806,27.140636174964285,-0.2988249451818661,True,-0.25,1499.0,25.2925,1.54,101.9,38.53009781,57,15.733333333333302,27.7,7.26,28.269675,0.52075,4.64,-2.4,26.72
Richmond_Eucalyptus_dunnii,1.6354446126157698,0.1799396045784218,4.64,12.637305551130517,27.153787766654354,-0.2988249451818661,True,-0.25,1499.25,25.295,1.4625,101.9,38.85180469,57,15.85,19.675,8.865,32.8293,0.69075,4.64,-2.1,26.69
Richmond_Eucalyptus_dunnii,1.8522639791251592,0.0941180736868977,4.64,9.120209139737623,18.03837566933343,-0.35,True,-0.35,999.0,16.85,0.815,102.3,38.92551863,77,9.21666666666667,19.45,4.235,32.525325,0.59,4.64,-1.0,17.635
Richmond_Eucalyptus_dunnii,1.846320192037353,0.09137815267483182,4.64,9.196077476690805,18.28990945557321,-0.35,True,-0.35,1000.0,17.095,0.784,102.3,38.90576025,77,9.26666666666667,20.75,3.915,31.8667125,0.564,4.64,-0.95,17.9625
Richmond_Eucalyptus_dunnii,1.8460576296410136,0.09598996514187713,4.64,9.287779675796964,18.534716006598412,-0.4,True,-0.4,1001.75,17.3425,0.8305,102.4,39.022284,77,9.43333333333333,18.475,4.0375,32.49999375,0.54725,4.64,-1.0,18.445
Richmond_Eucalyptus_dunnii,1.8434868404815734,0.08890627824389111,4.64,9.270921297280632,18.503299864432474,-0.4,True,-0.4,1001.0,17.3025,0.757,102.4,38.96402213,77,9.5,19.625,4.3375,33.10794375,0.65825,4.64,-1.25,18.1875
Richmond_Eucalyptus_dunnii,1.837906598165369,0.09058830024688536,4.64,9.374243731595847,18.831468857552156,-0.4,True,-0.4,1000.0,17.6325,0.77075,102.3,38.94857006,77,9.63333333333333,19.975,3.8875,32.24668125,0.56925,4.64,-1.3,18.39
Richmond_Eucalyptus_dunnii,1.845915793212499,0.09494789132492558,4.64,9.341889190082368,18.696451326414785,-0.4,True,-0.4,1001.25,17.5025,0.81725,102.3,39.04508213,77,9.71666666666667,17.85,3.5825,32.120025,0.487,4.64,-1.35,18.9475
Richmond_Eucalyptus_dunnii,1.7116659039037736,0.14683179955950806,4.64,11.020577494811251,23.607846136807996,-0.398322432619052,True,-0.35,1801.25,21.3125,1.125,102.3,38.56454831,77,11.233333333333302,27.75,5.7375,29.282925,0.57375,4.64,-1.75,23.1675
Richmond_Eucalyptus_dunnii,1.7167588076575448,0.15035591843418264,4.64,10.974867860809637,23.486192471029444,-0.398322432619052,True,-0.35,1799.0,21.2,1.165,102.3,38.600772,77,11.3,26.575,5.295,28.674975,0.5045,4.64,-1.35,23.1275
