site_spp,A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(std_gmin),gmin(pmax_gmin),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(pmax),k(pmax_gmin),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps,Tair,VPD,Psie,doy,hod,A,E,Ci,gs,gb,Tleaf
HW_and_drought_varD_RH60,0.5254466525163259,1.1496839415008866,1.0639324217766175,1.0639324217766175,0.3015349899255183,2.3653312440443166,1.9130177552820051,1.9130177552820051,0.00657798148442815,0.05485544331489426,0.04343566271882913,0.04343566271882913,4.64,4.64,4.64,4.64,0.02678167920044944,0.027495590479445383,28.307391205236854,37.63017771388053,37.031778983284475,37.031778983284475,46.59936156535658,46.221827314660594,46.3029546512324,46.3029546512324,-3.6165031706316317,-4.490276950368873,-4.286396401763517,-4.286396401763517,2.2269356772747178,2.2269356772747178,True,True,True,True,-3.5,45.0,3.83286759,-0.0013333210000000002,7,12,12.4,3.18,18.2385,0.132,2.84,24.71
HW_and_drought_varD_RH60,0.3460510189698616,0.8621938397186368,0.7776359601580485,0.7776359601580485,0.2041931858930412,2.1052108316522253,1.5175061523717626,1.5175061523717626,0.004215394729424784,0.04599914520093715,0.032352188201391636,0.032622159506759146,4.64,4.64,4.64,4.64,0.03164322012888776,0.032622159506759146,27.964438988931896,37.9920211259802,37.122604100578506,37.122604100578506,47.6359973218955,47.28662193515359,47.3928718792765,47.3928718792765,-4.079839689531513,-5.011302734065833,-4.691943975939781,-4.691943975939781,2.001310882036416,2.001310882036416,True,True,True,True,-4.0,46.0,4.034393634,-0.0013333210000000002,8,12,15.3,3.79,17.326575,0.156,2.84,24.92
HW_and_drought_varD_RH60,0.2165021387425056,0.6405498453549316,0.5383024997238597,0.5383024997238597,0.13129091534141496,1.8658308106816948,0.9952519079487608,0.9952519079487608,0.002567528460274107,0.03844532626320808,0.0198688215330159,0.03885886985800886,4.64,4.64,4.64,4.64,0.03737986833476031,0.03885886985800886,27.61657496904599,38.33065936904303,36.637974613333675,36.637974613333675,48.669328059640044,48.349301025544435,48.50815167597375,48.50815167597375,-4.572302001089302,-5.536328682279995,-5.006114007625113,-5.006114007625113,1.8227515103511491,1.8227515103511491,True,True,True,True,-4.5,47.0,4.2449850719999995,-0.0013333210000000002,9,12,12.2,2.61,10.74045,0.086,2.84,29.04
HW_and_drought_varD_RH60,0.12429740630709885,0.4709195488159522,0.4016635345955413,0.4016635345955413,0.07743838648167288,1.6440336108743978,0.9028639858134292,0.9028639858134292,0.00143577289520739,0.031970231026767444,0.017072853396688025,0.045730693448002006,4.64,4.64,4.64,4.64,0.044150455171671064,0.045730693448002006,27.26436463180201,38.64354552513781,37.216294637136116,37.216294637136116,49.700414724093434,49.41040980680397,49.546221853189046,49.546221853189046,-5.043176208431394,-6.0794052107848495,-5.539702605392423,-5.539702605392423,1.5206300857552115,1.5206300857552115,True,True,True,True,-5.0,48.0,4.464976267,-0.0013333210000000002,10,12,9.72,2.28,11.855025,0.07200000000000001,2.84,29.36
HW_and_drought_varD_RH60,0.01571831094812659,0.24473987097975256,0.1918848717375336,0.1918848717375336,0.010330449204157264,1.2419156526964368,0.4639433466160897,0.4639433466160897,0.00017250461536840275,0.02155452917616836,0.007828849164771128,0.06384984655694642,4.64,4.64,4.64,4.64,0.061582592587482526,0.06384984655694642,26.548937818352584,39.18796484900874,37.05894417765623,37.05894417765623,51.75919695445867,51.52996569694759,51.67398604304857,51.67398604304857,-6.0,-7.308475308416947,-6.397511486101352,-6.397511486101352,1.0668150351160748,1.0668150351160748,True,True,True,True,-6.0,50.0,4.934542233999999,-0.0013333210000000002,11,12,10.8,2.47,13.17225,0.0858,2.84,28.23
HW_and_drought_varD_RH60,-0.002163875967671175,0.11781701581145655,0.1004050595349586,0.1004050595349586,1e-17,0.8810554774236485,0.4458762908126881,0.4458762908126881,1e-17,0.01367858761207009,0.006792183637984645,0.08814549659318201,4.64,4.64,4.64,4.64,0.08590708442704913,0.08814549659318201,28.815250048889162,39.62806279892424,38.619601410460895,38.619601410460895,53.813354487400254,53.648687742697646,53.72964948854341,53.72964948854341,-6.2,-7.133477207715689,-6.62006474347206,-6.62006474347206,0.9601321006785776,0.9601321006785776,True,True,True,True,-6.2,52.0,5.445956069,-0.0013333210000000002,12,12,9.24,1.8,9.48402,0.0624,2.84,28.14
HW_and_drought_varD_RH60,2.7851383421065616,3.2077444421941674,3.6610732346663473,3.6610732346663473,1.3194076130779269,1.8371510883817848,2.727151399624564,2.727151399624564,0.038701316933403916,0.05474059836339259,0.08286359917311098,0.08286359917311098,4.64,4.64,4.64,4.64,0.0020601022472984238,0.0020562018422354625,29.47523183446773,31.581829774832624,33.835401871777265,33.835401871777265,41.33559093084693,41.241214946175425,41.082985753628655,41.082985753628655,-3.4745753320796764,-3.696043820383525,-4.044065730575287,-4.044065730575287,2.3568559459889133,2.3568559459889133,True,True,True,True,-3.0,40.0,2.950148835,-0.0013333210000000002,13,12,6.59,2.38,20.366325,0.0807,2.84,29.29
HW_and_drought_varD_RH60,9.338145458988453,10.07121606429206,10.65698798341,10.65698798341,3.5991945855071137,4.466876116840981,5.3551668929620755,5.3551668929620755,0.1486469238752023,0.18947898020588316,0.2334465289125004,0.2334465289125004,4.64,4.64,4.64,4.64,0.001864836272307156,0.001860257226550252,30.723137459597005,32.24017817537416,33.39860056499461,33.39860056499461,35.880343532784046,35.73455511850635,35.59017706872888,35.59017706872888,-2.636105273511494,-2.9495136248250096,-3.262921976138525,-3.262921976138525,2.735111110800855,2.735111110800855,True,True,True,True,-1.5,35.0,2.2489988519999997,-0.0013333210000000002,14,12,6.23,1.57,8.9064675,0.0408,2.84,32.49
HW_only_varD_RH60,20.153440429742357,20.36656830978045,20.184208447007123,20.184208447007123,5.0450924625484435,5.548021300585512,5.061977363621324,5.061977363621324,0.4234109136956484,0.4761028755320337,0.4303209636432639,0.4303209636432639,4.64,4.64,4.64,4.64,0.0015217322827229404,0.0015219626384883366,32.854222673685754,33.61271250920561,32.93233887077291,32.93233887077291,24.584800039961568,24.50379508082921,24.581382275548783,24.581382275548783,-2.047040933981556,-2.2238456121508765,-2.047040933981556,-2.047040933981556,3.1487224356335495,3.1487224356335495,False,False,False,False,-0.5,24.0,1.1935279090000002,-0.0013333210000000002,1,12,10.9,3.0,23.811375,0.183,2.84,20.32
HW_only_varD_RH60,20.153440429742357,20.36656830978045,20.184208447007123,20.184208447007123,5.0450924625484435,5.548021300585512,5.061977363621324,5.061977363621324,0.4234109136956484,0.4761028755320337,0.4303209636432639,0.4303209636432639,4.64,4.64,4.64,4.64,0.0015217322827229404,0.0015219626384883366,32.854222673685754,33.61271250920561,32.93233887077291,32.93233887077291,24.584800039961568,24.50379508082921,24.581382275548783,24.581382275548783,-2.047040933981556,-2.2238456121508765,-2.047040933981556,-2.047040933981556,3.1487224356335495,3.1487224356335495,False,False,False,False,-0.5,24.0,1.1935279090000002,-0.0013333210000000002,2,12,14.9,4.64,18.137175,0.168,2.84,26.76
HW_only_varD_RH60,20.153440429742357,20.36656830978045,20.184208447007123,20.184208447007123,5.0450924625484435,5.548021300585512,5.061977363621324,5.061977363621324,0.4234109136956484,0.4761028755320337,0.4303209636432639,0.4303209636432639,4.64,4.64,4.64,4.64,0.0015217322827229404,0.0015219626384883366,32.854222673685754,33.61271250920561,32.93233887077291,32.93233887077291,24.584800039961568,24.50379508082921,24.581382275548783,24.581382275548783,-2.047040933981556,-2.2238456121508765,-2.047040933981556,-2.047040933981556,3.1487224356335495,3.1487224356335495,False,False,False,False,-0.5,24.0,1.1935279090000002,-0.0013333210000000002,3,12,9.72,4.45,23.9127,0.16899999999999998,2.84,26.07
HW_only_varD_RH60,20.153440429742357,20.36656830978045,20.184208447007123,20.184208447007123,5.0450924625484435,5.548021300585512,5.061977363621324,5.061977363621324,0.4234109136956484,0.4761028755320337,0.4303209636432639,0.4303209636432639,4.64,4.64,4.64,4.64,0.0015217322827229404,0.0015219626384883366,32.854222673685754,33.61271250920561,32.93233887077291,32.93233887077291,24.584800039961568,24.50379508082921,24.581382275548783,24.581382275548783,-2.047040933981556,-2.2238456121508765,-2.047040933981556,-2.047040933981556,3.1487224356335495,3.1487224356335495,False,False,False,False,-0.5,24.0,1.1935279090000002,-0.0013333210000000002,4,12,14.8,3.94,23.406075,0.245,2.84,20.34
HW_only_varD_RH60,20.153440429742357,20.36656830978045,20.184208447007123,20.184208447007123,5.0450924625484435,5.548021300585512,5.061977363621324,5.061977363621324,0.4234109136956484,0.4761028755320337,0.4303209636432639,0.4303209636432639,4.64,4.64,4.64,4.64,0.0015217322827229404,0.0015219626384883366,32.854222673685754,33.61271250920561,32.93233887077291,32.93233887077291,24.584800039961568,24.50379508082921,24.581382275548783,24.581382275548783,-2.047040933981556,-2.2238456121508765,-2.047040933981556,-2.047040933981556,3.1487224356335495,3.1487224356335495,False,False,False,False,-0.5,24.0,1.1935279090000002,-0.0013333210000000002,5,12,13.3,3.21,21.27825,0.184,2.84,21.04
HW_only_varD_RH60,16.70314184805754,17.197918871700143,17.25296385482923,17.25296385482923,5.230148670288696,5.996991432647585,6.023905088947705,6.023905088947705,0.3042156345236518,0.35867323869125634,0.3629822159697866,0.3629822159697866,4.64,4.64,4.64,4.64,0.0016952450488517425,0.001693866612211575,31.781490011507177,32.873661551259424,32.91220702715361,32.91220702715361,30.576813038783932,30.455368110227298,30.45085499177937,30.45085499177937,-2.0912421035238857,-2.3564491207778664,-2.3564491207778664,-2.3564491207778664,3.066455811636468,3.066455811636468,False,False,False,False,-0.5,30.0,1.69717045,-0.0013333210000000002,6,12,10.6,2.98,23.406075,0.17300000000000001,2.84,20.86
HW_only_varD_RH60,0.5660156229188744,1.1554156974916312,1.501029583411812,1.501029583411812,0.34386635255316833,2.411520902123944,6.82636691583487,6.82636691583487,0.007511623010905993,0.055997913111997887,0.1756340856012997,0.1756340856012997,4.64,4.64,4.64,4.64,0.02674490795456613,0.02419621035205064,29.023723839479203,37.68164294289628,39.561382534917044,39.561382534917044,46.59139204026383,46.21364405875906,45.488034821103604,45.488034821103604,-0.5884023390846603,-1.2072187126772826,-2.6216561380318475,-2.6216561380318475,2.9831802391096365,2.9831802391096365,True,True,True,True,-0.5,45.0,3.83286759,-0.0013333210000000002,7,12,12.4,3.18,18.2385,0.132,2.84,24.71
HW_only_varD_RH60,0.3834846679344213,0.8662834686390253,1.1396008345656508,1.1396008345656508,0.2417640237854245,2.146409940204121,6.694180998322568,6.694180998322568,0.004997077974562975,0.04695296944162383,0.16249608583346264,0.16249608583346264,4.64,4.64,4.64,4.64,0.03160316748168778,0.02847621752320393,28.81132105332437,38.03850961801075,39.81820570432042,39.81820570432042,47.62891192335506,47.27926438645237,46.52635937398415,46.52635937398415,-0.5884023390846603,-1.1630175431349523,-2.5774549684895174,-2.5774549684895174,2.997871028749936,2.997871028749936,True,True,True,True,-0.5,46.0,4.034393634,-0.0013333210000000002,8,12,15.3,3.79,17.326575,0.156,2.84,24.92
HW_only_varD_RH60,0.2503744473269315,0.6433628606808972,0.8731097961420982,0.8731097961420982,0.16368784937129166,1.901463581763092,6.957896373643711,6.957896373643711,0.0032044673858534893,0.03921858939671986,0.16094168711510146,0.16094168711510146,4.64,4.64,4.64,4.64,0.0373375359539596,0.033203737006204305,28.596740046769764,38.371322036071426,40.072181150942406,40.072181150942406,48.663211870303144,48.34289187910055,47.50552299347511,47.50552299347511,-0.5442011695423301,-1.0746152040502919,-2.6658573075741776,-2.6658573075741776,2.9681680353362214,2.9681680353362214,True,True,True,True,-0.5,47.0,4.2449850719999995,-0.0013333210000000002,9,12,12.2,2.61,10.74045,0.086,2.84,29.04
HW_only_varD_RH60,0.15449739914744046,0.472796440093465,0.6827522413483634,0.6827522413483634,0.10468750295973607,1.6740473168459409,7.8590431786396735,7.8590431786396735,0.0019427367973474628,0.03258150444483718,0.1758351294204608,0.1758351294204608,4.64,4.64,4.64,4.64,0.04410682542770685,0.03815308523736426,28.380376711228994,38.678194822956,40.32386836833389,40.32386836833389,49.69526731266817,49.40497639067542,48.3912987534071,48.3912987534071,-0.5442011695423301,-0.9862128649656318,-2.9752654943704884,-2.9752654943704884,2.8542580736022054,2.8542580736022054,True,True,True,True,-0.5,48.0,4.464976267,-0.0013333210000000002,10,12,9.72,2.28,11.855025,0.07200000000000001,2.84,29.36
HW_only_varD_RH60,0.03894895563470496,0.2455142903873317,0.3733079058441984,0.3733079058441984,0.028318187516964383,1.2617167193824683,7.984819013832178,7.984819013832178,0.0004731633464674292,0.021910843963930227,0.16075174069667494,0.16075174069667494,4.64,4.64,4.64,4.64,0.06153915959375174,0.05242618717614314,27.943596358861843,39.211623395784585,40.57904447256159,40.57904447256159,51.755798026462564,51.52634047569904,50.417286074092296,50.417286074092296,-0.5,-0.8978105258809714,-3.019466663912819,-3.019466663912819,2.8367556227123423,2.8367556227123423,True,True,True,True,-0.5,50.0,4.934542233999999,-0.0013333210000000002,11,12,10.8,2.47,13.17225,0.0858,2.84,28.23
HW_only_varD_RH60,-0.0016563862121947435,0.1180763217182805,0.1943794527675637,0.1943794527675637,1e-17,0.8914873808589749,8.234016891323575,8.234016891323575,1e-17,0.01384499760046867,0.14972587912778762,0.14972587912778762,4.64,4.64,4.64,4.64,0.08587178058326148,0.07189623034305576,28.815307283739468,39.641503288313686,40.74832245412062,40.74832245412062,53.813354487400254,53.64675932465453,52.430638156143075,52.430638156143075,-0.5,-0.7652070172539809,-3.1078690029974783,-3.1078690029974783,2.8008598457271776,2.8008598457271776,True,True,True,True,-0.5,52.0,5.445956069,-0.0013333210000000002,12,12,9.24,1.8,9.48402,0.0624,2.84,28.14
HW_only_varD_RH60,2.89425522379596,3.2870862565958285,4.894532969274428,4.894532969274428,1.437131741282213,1.9552835360374343,6.694180998322568,6.694180998322568,0.04230628461277649,0.058466111847324725,0.22723811276424746,0.22723811276424746,4.64,4.64,4.64,4.64,0.002059256101798072,0.002031998028731579,30.03518714702578,31.956507042146093,37.40999260482595,37.40999260482595,41.313996422637075,41.21989930606543,40.433531258356005,40.433531258356005,-0.9420116954233017,-1.0746152040502919,-2.5774549684895174,-2.5774549684895174,2.997871028749936,2.997871028749936,True,True,True,True,-0.5,40.0,2.950148835,-0.0013333210000000002,13,12,6.59,2.38,20.366325,0.0807,2.84,29.29
HW_only_varD_RH60,9.435467913744708,10.144611198642936,11.382720834495359,11.382720834495359,3.702524140631799,4.566620395710034,6.694180998322568,6.694180998322568,0.1533996430595277,0.19430245670315166,0.3042501615713344,0.3042501615713344,4.64,4.64,4.64,4.64,0.0018642983306539282,0.0018532034240847247,30.928925334821162,32.38801337691895,34.68975057269823,34.68975057269823,35.86273653850874,35.71809832664239,35.381806218067005,35.381806218067005,-1.605029238558254,-1.8702362558122352,-2.5774549684895174,-2.5774549684895174,2.997871028749936,2.997871028749936,True,True,False,False,-0.5,35.0,2.2489988519999997,-0.0013333210000000002,14,12,6.23,1.57,8.9064675,0.0408,2.84,32.49
